video_id,title,description,channel_id,channel_title,published_at,category_id,duration,definition,caption_status,live_broadcast_content,tags,view_count,like_count,comment_count,favorite_count,data_source,duration_seconds,is_outlier,publication_date,publication_year,publication_month,publication_month_name,publication_day,publication_day_name,publication_hour,posting_time_group,video_duration_seconds,video_duration_minutes,duration_category,total_interactions,engagement_rate,like_rate,comment_rate,video_age_days,views_per_day,likes_per_day,comments_per_day,performance_category
gNf7yoVCiHk,Visualization Tutorial for Beginners,[SYNTHETIC] Visualization Tutorial for Beginners — sample description for demo purposes.,UC_DATA002,DataDriven,2022-02-24 14:40:21+00:00,24,PT2M41S,sd,False,none,Data Engineering|NumPy|Visualization|SQL|Statistics,80948,3778,1209,0,SYNTHETIC_SAMPLE,161,False,2022-02-24,2022,2,February,24,Thursday,20,Evening,161,2.68,Short,4987,6.1607,4.6672,1.4936,1630,49.66,2.32,0.74,Average
I6EoftAjaHW,The Ultimate Data Engineering Guide,[SYNTHETIC] The Ultimate Data Engineering Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-07-31 17:38:57+00:00,25,PT14M37S,sd,False,none,Visualization|Python|ETL|AI|Pandas,20314,821,198,0,SYNTHETIC_SAMPLE,877,False,2022-07-31,2022,7,July,31,Sunday,23,Night,877,14.62,Medium,1019,5.0162,4.0415,0.9747,1472,13.8,0.56,0.13,Average
m4BpTP1ofOH,Learn Deep Learning the Right Way,[SYNTHETIC] Learn Deep Learning the Right Way — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2024-08-10 14:21:27+00:00,28,PT8M56S,sd,False,none,Deep Learning|Tableau|SQL|ETL,85823,5644,725,0,SYNTHETIC_SAMPLE,536,False,2024-08-10,2024,8,August,10,Saturday,19,Evening,536,8.93,Medium,6369,7.4211,6.5763,0.8448,732,117.24,7.71,0.99,High
mbdIlgrTUoj,The Ultimate Power BI Guide,[SYNTHETIC] The Ultimate Power BI Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-02-06 17:58:46+00:00,22,PT12M43S,hd,False,none,Data Science|ETL|Statistics|Pandas|Dashboard,14558,422,138,0,SYNTHETIC_SAMPLE,763,False,2024-02-06,2024,2,February,6,Tuesday,23,Night,763,12.72,Medium,560,3.8467,2.8987,0.9479,917,15.88,0.46,0.15,Average
eEm101hXpXC,SQL Project Ideas for Your Resume,[SYNTHETIC] SQL Project Ideas for Your Resume — sample description for demo purposes.,UC_TECH001,TechInsights,2022-02-22 01:21:15+00:00,22,PT24M59S,hd,False,none,Dashboard|Tableau,1307962,18210,15364,0,SYNTHETIC_SAMPLE,1499,True,2022-02-22,2022,2,February,22,Tuesday,6,Morning,1499,24.98,Long,33574,2.5669,1.3922,1.1747,1632,801.45,11.16,9.41,Low
hEtxdQ_pBaY,Advanced Data Science Techniques,[SYNTHETIC] Advanced Data Science Techniques — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-06-27 07:04:44+00:00,24,PT5M43S,hd,False,none,Python|Data Analytics|ETL,25424,1579,215,0,SYNTHETIC_SAMPLE,343,False,2024-06-27,2024,6,June,27,Thursday,12,Afternoon,343,5.72,Medium,1794,7.0563,6.2107,0.8457,776,32.76,2.03,0.28,High
_WdwjIgFuJP,Top 10 SQL Tips and Tricks,[SYNTHETIC] Top 10 SQL Tips and Tricks — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-06-24 12:56:37+00:00,22,PT6M33S,sd,True,none,AI|Statistics,7150,414,38,0,SYNTHETIC_SAMPLE,393,False,2023-06-24,2023,6,June,24,Saturday,18,Evening,393,6.55,Medium,452,6.3217,5.7902,0.5315,1145,6.24,0.36,0.03,Average
mlwUr16Jejs,Build a Data Analytics Dashboard from Scratch,[SYNTHETIC] Build a Data Analytics Dashboard from Scratch — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-02-14 02:22:20+00:00,22,PT14M32S,sd,False,none,Dashboard|AI,5532,169,58,0,SYNTHETIC_SAMPLE,872,False,2023-02-14,2023,2,February,14,Tuesday,7,Morning,872,14.53,Medium,227,4.1034,3.055,1.0484,1275,4.34,0.13,0.05,Average
IyHFJNuPhHe,Learn Statistics the Right Way,[SYNTHETIC] Learn Statistics the Right Way — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-07-21 14:20:07+00:00,28,PT10M28S,hd,True,none,Power BI|ETL|Tableau,35683,2157,358,0,SYNTHETIC_SAMPLE,628,False,2022-07-21,2022,7,July,21,Thursday,19,Evening,628,10.47,Medium,2515,7.0482,6.0449,1.0033,1483,24.06,1.45,0.24,High
Ta6P71DOxV4,The Ultimate AI Guide,[SYNTHETIC] The Ultimate AI Guide — sample description for demo purposes.,UC_DATA002,DataDriven,2023-07-28 07:52:35+00:00,28,PT9M22S,hd,False,none,SQL|Data Science,22943,308,84,0,SYNTHETIC_SAMPLE,562,False,2023-07-28,2023,7,July,28,Friday,13,Afternoon,562,9.37,Medium,392,1.7086,1.3425,0.3661,1111,20.65,0.28,0.08,Low
HpOlVAgOwDQ,How to Master Dashboard in 2024,[SYNTHETIC] How to Master Dashboard in 2024 — sample description for demo purposes.,UC_DATA002,DataDriven,2022-06-11 17:13:07+00:00,27,PT1M59S,hd,True,none,Dashboard|Business Intelligence|Excel|NumPy|Data Science,70668,3336,229,0,SYNTHETIC_SAMPLE,119,False,2022-06-11,2022,6,June,11,Saturday,22,Night,119,1.98,Short,3565,5.0447,4.7207,0.3241,1522,46.43,2.19,0.15,Average
O0upIyJVxC9,Business Intelligence vs Everything — Which is Best?,[SYNTHETIC] Business Intelligence vs Everything — Which is Best? — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-01-01 07:17:36+00:00,22,PT37M10S,hd,False,none,Dashboard|Machine Learning,21174,1463,137,0,SYNTHETIC_SAMPLE,2230,False,2022-01-01,2022,1,January,1,Saturday,12,Afternoon,2230,37.17,Long,1600,7.5564,6.9094,0.647,1684,12.57,0.87,0.08,High
SrJJ7jcwixL,Top 10 Data Science Tips and Tricks,[SYNTHETIC] Top 10 Data Science Tips and Tricks — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-12-28 22:39:05+00:00,28,PT10M22S,sd,False,none,AI|Tableau,13744,158,170,0,SYNTHETIC_SAMPLE,622,False,2022-12-29,2022,12,December,29,Thursday,4,Late Night,622,10.37,Medium,328,2.3865,1.1496,1.2369,1322,10.4,0.12,0.13,Low
PcZyX6v4B7h,Complete ETL Course — Zero to Hero,[SYNTHETIC] Complete ETL Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2022-12-19 04:38:50+00:00,22,PT14M50S,hd,False,none,Data Science|Dashboard,10859,731,20,0,SYNTHETIC_SAMPLE,890,False,2022-12-19,2022,12,December,19,Monday,10,Morning,890,14.83,Medium,751,6.9159,6.7317,0.1842,1332,8.15,0.55,0.02,Average
R-_WKfBYjvE,I Tried Visualization for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Visualization for 30 Days — Here's What Happened — sample description for demo purposes.,UC_TECH001,TechInsights,2022-03-18 14:27:03+00:00,22,PT3M8S,sd,False,none,AI|Dashboard,8118,477,22,0,SYNTHETIC_SAMPLE,188,False,2022-03-18,2022,3,March,18,Friday,19,Evening,188,3.13,Short,499,6.1468,5.8758,0.271,1608,5.05,0.3,0.01,Average
J-HprBRKhAx,Build a Machine Learning Dashboard from Scratch,[SYNTHETIC] Build a Machine Learning Dashboard from Scratch — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-10-23 21:58:20+00:00,27,PT13M19S,sd,False,none,Data Science|Excel,10533,396,92,0,SYNTHETIC_SAMPLE,799,False,2022-10-24,2022,10,October,24,Monday,3,Late Night,799,13.32,Medium,488,4.6331,3.7596,0.8734,1388,7.59,0.29,0.07,Average
RjUfVpNj1sv,I Tried Data Engineering for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Data Engineering for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-06-22 20:44:39+00:00,25,PT1M11S,sd,False,none,Python|Business Intelligence|Tableau|Statistics|NumPy,69864,5218,271,0,SYNTHETIC_SAMPLE,71,False,2022-06-23,2022,6,June,23,Thursday,2,Late Night,71,1.18,Short,5489,7.8567,7.4688,0.3879,1511,46.24,3.45,0.18,High
jSbLQcksYNd,Visualization vs Everything — Which is Best?,[SYNTHETIC] Visualization vs Everything — Which is Best? — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-10-14 03:08:33+00:00,27,PT52M28S,hd,True,none,NumPy|Statistics|Power BI|Python|Machine Learning,58181,2549,644,0,SYNTHETIC_SAMPLE,3148,False,2024-10-14,2024,10,October,14,Monday,8,Morning,3148,52.47,Long,3193,5.488,4.3812,1.1069,667,87.23,3.82,0.97,Average
Mfm9JTc7tFV,AI vs Everything — Which is Best?,[SYNTHETIC] AI vs Everything — Which is Best? — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-01-29 12:57:58+00:00,27,PT21M48S,sd,False,none,Data Science|Pandas|NumPy|AI,4036,295,30,0,SYNTHETIC_SAMPLE,1308,False,2022-01-29,2022,1,January,29,Saturday,18,Evening,1308,21.8,Long,325,8.0525,7.3092,0.7433,1656,2.44,0.18,0.02,High
ovziUHR3RAK,Advanced AI Techniques,[SYNTHETIC] Advanced AI Techniques — sample description for demo purposes.,UC_TECH001,TechInsights,2023-10-25 11:46:02+00:00,22,PT17M1S,sd,False,none,Visualization|Machine Learning|Tableau|Business Intelligence|SQL,61549,4683,877,0,SYNTHETIC_SAMPLE,1021,False,2023-10-25,2023,10,October,25,Wednesday,17,Evening,1021,17.02,Long,5560,9.0335,7.6086,1.4249,1022,60.22,4.58,0.86,Viral
6XPKkeIUl1j,Data Science Interview Questions and Answers,[SYNTHETIC] Data Science Interview Questions and Answers — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-02-15 19:13:07+00:00,27,PT13M56S,sd,False,none,Data Science|Data Engineering|NumPy|SQL|AI,71453,5263,481,0,SYNTHETIC_SAMPLE,836,False,2022-02-16,2022,2,February,16,Wednesday,0,Late Night,836,13.93,Medium,5744,8.0389,7.3657,0.6732,1638,43.62,3.21,0.29,High
NMobfXi2EPl,Complete Machine Learning Course — Zero to Hero,[SYNTHETIC] Complete Machine Learning Course — Zero to Hero — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-08-25 21:33:59+00:00,28,PT3M36S,sd,False,none,Excel|Tableau|Pandas,15580,828,144,0,SYNTHETIC_SAMPLE,216,False,2023-08-26,2023,8,August,26,Saturday,3,Late Night,216,3.6,Short,972,6.2388,5.3145,0.9243,1082,14.4,0.77,0.13,Average
mnl9CNS34BX,Advanced Python Techniques,[SYNTHETIC] Advanced Python Techniques — sample description for demo purposes.,UC_TECH001,TechInsights,2024-08-02 09:16:17+00:00,24,PT12M2S,sd,False,none,Visualization|Dashboard|Data Analytics|NumPy|ETL,60129,1538,615,0,SYNTHETIC_SAMPLE,722,False,2024-08-02,2024,8,August,2,Friday,14,Afternoon,722,12.03,Medium,2153,3.5806,2.5578,1.0228,740,81.26,2.08,0.83,Low
cyW9mC4Xsks,Advanced Data Analytics Techniques,[SYNTHETIC] Advanced Data Analytics Techniques — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-03-26 17:38:49+00:00,24,PT50M25S,hd,False,none,SQL|Dashboard|Power BI|Visualization|AI,12868,613,190,0,SYNTHETIC_SAMPLE,3025,False,2022-03-26,2022,3,March,26,Saturday,23,Night,3025,50.42,Long,803,6.2403,4.7638,1.4765,1599,8.05,0.38,0.12,Average
54fuPTkUfTO,Why Deep Learning is the Future of Tech,[SYNTHETIC] Why Deep Learning is the Future of Tech — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-05-13 12:27:30+00:00,24,PT8M3S,sd,True,none,Visualization|AI|Data Analytics|Dashboard|SQL,5074,211,68,0,SYNTHETIC_SAMPLE,483,False,2022-05-13,2022,5,May,13,Friday,17,Evening,483,8.05,Medium,279,5.4986,4.1585,1.3402,1552,3.27,0.14,0.04,Average
